"Berzsenyi-Daniel_level-4" "Berzsenyi-Daniel_level-5" "Dobrentei-Gabor_level-4" "Dobrentei-Gabor_level-5" "Kazinczy-Ferenc_level-4" "Kazinczy-Ferenc_level-5" "Marton-Jozsef_level-4" "Marton-Jozsef_level-5" "Raday-I-Gedeon_level-4" "Raday-I-Gedeon_level-5" "Raday-II-Gedeon_level-4" "Raday-II-Gedeon_level-5" "Szentmiklossy-Alajos_level-4" "Szentmiklossy-Alajos_level-5" "Szentpeteri-Erzsebet_level-4" "Szentpeteri-Erzsebet_level-5" "Szentpeteri-Judit_level-4" "Szentpeteri-Judit_level-5" "Szentpeteri-Katalin_level-4" "Szentpeteri-Katalin_level-5"
"voltak" 0 0 0.0622277535780958 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ajanlya" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"aldasokal" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.442477876106195 0 0 0 0 0
"anyamnak" 0 0 0 0 0 0 0 0 0 0 0.366300366300366 0 0 0 0 0 0 0 1.28205128205128 0.709219858156028
"annyi" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"batyam" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.442477876106195 0 0 0 0 0
"cs„" 0 0 0 0 0 0 0 0 0 0 0 0 0.684931506849315 0 0 0 0 0 0 0
"darvas" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"egyet" 0 0 0 0 0.50251256281407 0 0 0 0 0 0 0 0 0 0 0.165837479270315 0 0 0 0
"elk„" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"fej„" 0 0 0.124455507156192 0.102145045965271 0 0 0 0 0 0.24330900243309 0 0 0 0 0 0 0 0 0 0
"felesegem" 0 0 0 0 0 0 0 0 0 0 0.366300366300366 1.96078431372549 0 0 0 0 0 0 0 0
"felette" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"felseges" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"gondolom" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"gr„" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"gr„≥fn„" 0 0 0.0622277535780958 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"hadd" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"hib„" 0 0 0 0.102145045965271 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"holt" 0 0 0 0.102145045965271 0 0 0 0 0 0 0 0 0 0 0 0 0 0.199600798403194 0 0
"je" 0 0 0.124455507156192 0.102145045965271 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"jobban" 0 0 0 0 0 0 0 0 0 0.24330900243309 0 0 0 0 0 0 0 0 0 0
"kegyelmedet" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.199600798403194 2.56410256410256 1.41843971631206
"keme" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.199600798403194 0 0
"kend" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"kiad„" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ks„" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"la" 0 0 0 0.102145045965271 0 0 0 0 1.49253731343284 0 0 0 0 0 0 0 0 0 0 0
"ld" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.17825311942959 0 0 0 0 0 0
"leszek" 0 0 0 0.204290091930541 0 0.0989119683481701 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ln„" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ltam" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"magyar„" 0 0 0.0622277535780958 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"mell„" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"mig" 0 0 0.124455507156192 0 0 0 0 0 0 0 0 0 0 0 0 0 0.33003300330033 0 0 0
"mindent" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"minekut„" 0 0 0 0 0 0.19782393669634 0 0 0 0 0 0 0 0.17825311942959 0 0 0 0 0 0
"mondom" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"nitsen" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"nlom" 0 0 0 0.102145045965271 0 0 0 0 0 0.24330900243309 0 0 0 0 0 0 0 0 0 0
"nt„" 0 0 0.124455507156192 0.102145045965271 0 0.0989119683481701 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"pe" 0 0 0 0.102145045965271 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"prof" 0 0 0 0.102145045965271 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"r„æl" 0 0 0.0622277535780958 0 0 0.0989119683481701 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"rja" 0 0 0 0 0 0.0989119683481701 0 0 0 0 0 0 0 0.17825311942959 0 0 0 0 0 0
"rtam" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"sre" 0 0 0 0 0 0.0989119683481701 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"sz„≥t„" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"szep" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"szeretn„" 0 0 0 0.204290091930541 0 0 0.352112676056338 0 0 0 0 0 0 0 0 0 0 0 0 0
"szolgalatyat" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"tani" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.17825311942959 0 0 0 0 0 0
"teless„" 0 0 0.124455507156192 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"teni" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.17825311942959 0 0 0 0 0 0
"tenni" 0 0 0 0.306435137895812 0 0.0989119683481701 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"tette" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"trattner" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"tszik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"tudok" 0 0 0 0 0.50251256281407 0 0 0 0 0 0 0 0 0 0 0 0 0.199600798403194 0 0
"y" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"zatos" 0 0 0 0 0 0 0 0 0 0.24330900243309 0 0 0 0 0 0 0 0 0 0
"adtam" 0.819672131147541 0 0 0 0 0.0989119683481701 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ajanlott" 0 0 0 0 0 0 0 0 0 0 0.366300366300366 0.980392156862745 0 0 0 0 0 0 0 0
"akor" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.199600798403194 0 0
"anyamat" 0 0 0 0 0 0 0 0 0 0 0.732600732600733 0 0 0 0 0 0 0 0 0
"„∫jabb" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.17825311942959 0 0 0 0 0 0
"asszonyek" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"azonban" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.17825311942959 0 0 0 0 0 0
"beli" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.165837479270315 0 0 0 0
"cs" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"dolgoz„" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"egyneh„" 0 0 0 0 0 0.0989119683481701 0.352112676056338 0 0 0 0 0 0 0 0 0 0 0 0 0
"eleibe" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"esik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"esztend„" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"felsÂ" 0 0 0 0 0 0 0 0 0 0 0 0 0.684931506849315 0 0 0 0 0 0 0
"gben" 0 0 0 0 0 0 0 1 1.49253731343284 0 0 0 0 0 0 0 0 0 0 0
"gy„æjtem„" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"gy„æl„" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"hala" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"hallom" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"harom" 0 0 0 0 0 0 0 0 0 0 0.732600732600733 0 0 0 0 0 0 0 0 0.354609929078014
"ig" 0 0 0.186683260734287 0.102145045965271 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"innen" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"irja" 0 0 0 0.102145045965271 0 0 0 0 0 0 0 0 0 0 0 0.66334991708126 0 0 0 0
"ji" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"keves" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.442477876106195 1.16086235489221 0 0 0 0
"legink„" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"len" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ll" 0 0 0.124455507156192 0 0 0.0989119683481701 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"lletes" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"megyen" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"mel" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.165837479270315 0 0 0 0
"mindj„" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"nemzet" 0 0 0.124455507156192 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"nezve" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.354609929078014
"no" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"normalis" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"o" 0 0 0 0 0 0 0 0 0 0 0.366300366300366 0 0 0 0 0 0 0 0 0
"olvas„" 0 0 0.0622277535780958 0 0 0.0989119683481701 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"pet" 0 0 0.0622277535780958 0.102145045965271 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"rk„" 0 0 0.0622277535780958 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"rvendetes" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.442477876106195 0 0.33003300330033 0 0 0
"sai" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"sik" 0 0 0.0622277535780958 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"sokkal" 0 0 0 0 0 0 0.352112676056338 0 0 0.24330900243309 0 0 0 0.17825311942959 0 0 0 0 0 0
"t„≥l" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.17825311942959 0 0 0 0 0 0
"tartozo" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"tudni" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"vala" 0 0 0 0 0 0.19782393669634 0 0 0 0 0 0 0 0.53475935828877 0 0 0 0.199600798403194 0 0
"val„" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.17825311942959 0 0 0 0 0 0
"val„≥s„" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ve" 0 0 0.0622277535780958 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"venni" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"zatosan" 0 0 0 0 0.50251256281407 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"adja" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"azut„" 0 0 0 0 0 0 0.352112676056338 0 0 0 0 0 0 0 0 0 0 0 0 0
"bor„" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"budai" 0 0 0 0 0 0 0 0 0 0 0.366300366300366 0 0 0 0 0 0 0 0 0
"dicsÂ" 0 0 0.186683260734287 0 0 0 0 0 0 0 0 0 0 0.17825311942959 0 0 0 0 0 0
"egeseget" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.199600798403194 0 0
"etc" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"exempl„" 0 0 0 0 0.50251256281407 0 0.704225352112676 1 0 0 0 0 0 0 0 0 0 0 0 0
"fekete" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"forr„≥" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.17825311942959 0 0 0 0 0 0
"ged" 0 0 0.0622277535780958 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"gÂ" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"hiszem" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.199600798403194 0 0
"hova" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.442477876106195 0 0 0 0 0
"kezemhez" 0 0.43859649122807 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"king" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"knak" 0 0 0 0 0 0.0989119683481701 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"kom„" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"lehetett" 0 0 0 0 0 0 0.352112676056338 0 0 0 0 0.980392156862745 0.684931506849315 0 0 0 0 0 0 0
"lud„" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"magamnak" 0 0.43859649122807 0 0 0 0 0 0 0 0 0 0 0 0 0.442477876106195 0 0 0 0 0
"mellyre" 0.819672131147541 0.43859649122807 0 0 0.50251256281407 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"mi„" 0 0 0 0.102145045965271 0.50251256281407 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"mihelyt" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"mindenik" 0 0 0.124455507156192 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.354609929078014
"nehezen" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.354609929078014
"nevekedest" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.199600798403194 0 0
"nk„" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"nÂ" 0 0 0.0622277535780958 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"nn„" 0 0 0 0 0 0.19782393669634 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"nys„" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ot" 0 0 0 0 0 0.0989119683481701 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"rok" 0 0 0 0 0 0 0.352112676056338 0 0 0 0 0 0 0 0 0 0 0 0 0
"rtt" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"semit" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.33003300330033 0.399201596806387 0 0
"snek" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"som" 0 0 0 0.102145045965271 0 0 0 0 0 0 0 0 0 0.35650623885918 0 0 0 0 0 0
"sz„≥" 0 0 0.124455507156192 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"sze" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"szint" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"szrÂ" 0 0 0 0 0.50251256281407 0.0989119683481701 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"telyes" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"thaisz" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"tsokolya" 0 0 0 0 0 0 0 0 0 0 0.366300366300366 0.980392156862745 0 0 0 0 0 0 0 0
"tsud„" 0 0 0 0 0 0 0 0 0 0.24330900243309 0 0 0 0 0 0 0 0 0 0
"ttam" 0 0 0 0.102145045965271 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"tud„≥s" 0 0 0.248911014312383 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"tudositani" 0 0 0 0 0 0 0 0 0 0 0.366300366300366 0 0 0 0.442477876106195 0.33167495854063 0 0 0 0
"valamelly" 0 0 0 0 0 0 0 0 0 0.24330900243309 0 0 0 0 0 0 0 0 0 0
"vend„" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ves" 0 0 0 0 0 0.0989119683481701 0 0 0 0 0 0 0 0.17825311942959 0 0 0 0 0 0
"vete" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"visza" 0 0 0 0 0 0.0989119683481701 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"vissza" 0 0 0.186683260734287 0.102145045965271 0 0 0 0 0 0.48661800486618 0 0 0 0 0 0 0 0 0 0
"vitkovics" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"akarom" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"alkalmatos" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"alkalmatoss„" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"azoknak" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"bbet" 0 0.43859649122807 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"bethlen" 0 0 0.0622277535780958 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"betÂ" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"bort" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"consiliarius" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ditsÂ" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.199600798403194 0 0
"edesem" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.56410256410256 1.77304964539007
"egyenesen" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"enis" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.165837479270315 0 0 1.28205128205128 0.354609929078014
"eo" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"epigramm„" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"esm„" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ezut„" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"fele" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.399201596806387 0 0
"felelet" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"fl" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"godnak" 0 0 0 0 1.00502512562814 0.0989119683481701 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"gok" 0 0 0 0 0 0 0 0 0 0.24330900243309 0 0 0 0 0 0 0 0 0 0
"hozni" 0 0 0 0 0.50251256281407 0 0 0 0 0 0.366300366300366 0.980392156862745 0 0 0 0 0 0 0 0
"illeti" 0 0 0 0 0 0.0989119683481701 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"im„" 0 0 0 0.102145045965271 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"in" 0 0 0.0622277535780958 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"kedvesen" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.17825311942959 0 0 0 0 0 0
"kettÂ" 0 0 0.0622277535780958 0 0.50251256281407 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"lesznek" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"levele" 0 0 0 0.102145045965271 0 0 0 0 0 0 0.366300366300366 0 0 0 0 0 0 0 0 0
"lis" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.165837479270315 0 0 0 0
"lja" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"lt„≥s„" 0 0 0 1.02145045965271 0 0.0989119683481701 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"lt„≥ztass„" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"m‚" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"magyarul" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"mas" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.33003300330033 0.199600798403194 0 0
"megy" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"mellyeket" 0 0 0 0 0 0.19782393669634 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"mellyel" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"mentem" 0 0 0 0.102145045965271 0 0 0 0 0 0 0 0 0 0 0 0 0.33003300330033 0 0 0
"mennyire" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.17825311942959 0 0 0 0 0 0
"mid„" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.442477876106195 0 0 0 0 0
"mondani" 0 0 0 0 0 0.0989119683481701 0 0 0 0 0 0 0 0 0 0.165837479270315 0 0 0 0
"mostani" 0 0 0 0 0 0 0 0 0 0.24330900243309 0 0 0 0 0 0 0 0 0 0
"mutatni" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"napot" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"negy" 0 0.43859649122807 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"neh„" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"neve" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"nincs" 0 0 0.0622277535780958 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"nja" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"nzt" 0 0.43859649122807 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"olvastam" 0 0 0.0622277535780958 0 0 0 0 0 0 0 0 0 0 0.17825311942959 0 0 0 0 0 0
"pal" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.28205128205128 0
"po„" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"rdemÂ" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"roly" 0 0 0 0.102145045965271 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"rte" 0 0 0 0 0.50251256281407 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"rzem" 0 0 0 0 0 0.19782393669634 0 0 0 0 0 0 0 0.17825311942959 0 0 0 0 0 0
"sints" 0 0.43859649122807 0 0 0.50251256281407 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"sk„" 0 0 0.0622277535780958 0 0 0.0989119683481701 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"sziv„" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"tek„" 0 0 0 0.102145045965271 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"tele" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"tisztelt" 0 0 0 0.102145045965271 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"tok" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"tutam" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"utols„≥" 0 0 0.0622277535780958 0 0 0.0989119683481701 0 0 0 0.24330900243309 0 0 0 0 0 0 0 0 0 0
"vas" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"veled" 0 0 0.0622277535780958 0 0 0 0 0 0 0 0 0 0 0.53475935828877 0 0 0 0 0 0
"vetkez„" 0 0 0.0622277535780958 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"vev„" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"zleni" 0 0 0 0.102145045965271 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"adig" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.33003300330033 0 0 0.354609929078014
"adom" 0 0 0 0 0 0.0989119683481701 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"adta" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"andr„" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"aszonyek" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.884955752212389 0.33167495854063 0 0 0 0
"azolta" 0 0 0 0.102145045965271 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"azonnal" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"aztis" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.165837479270315 0 0 0 0
"bar" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"bud„" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"c„" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"darab" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"dits„" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.442477876106195 0 0 0 0 0
"dr„" 0 0 0.0622277535780958 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ebben" 0 0.43859649122807 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"edgy„ætt" 0 0 0 0 0 0 0 0 0 0 0.366300366300366 0 0 0 0 0 0 0 0 0
"egyebet" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"egyenes" 0 0 0 0 0 0 0 0 0 0 0 0 0.684931506849315 0 0 0 0 0 0 0
"elv„" 0 0 0 0.102145045965271 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"enekem" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.165837479270315 0 0 0 0
