"Berzsenyi-Daniel_level-4" "Berzsenyi-Daniel_level-5" "Dobrentei-Gabor_level-4" "Dobrentei-Gabor_level-5" "Kazinczy-Ferenc_level-4" "Kazinczy-Ferenc_level-5" "Marton-Jozsef_level-4" "Marton-Jozsef_level-5" "Raday-I-Gedeon_level-4" "Raday-I-Gedeon_level-5" "Raday-II-Gedeon_level-4" "Raday-II-Gedeon_level-5" "Szentmiklossy-Alajos_level-4" "Szentmiklossy-Alajos_level-5" "Szentpeteri-Erzsebet_level-4" "Szentpeteri-Erzsebet_level-5" "Szentpeteri-Judit_level-4" "Szentpeteri-Judit_level-5" "Szentpeteri-Katalin_level-4" "Szentpeteri-Katalin_level-5"
"mert" 0 0.87719298245614 0.248911014312383 0 0.50251256281407 0.29673590504451 0.704225352112676 2 0 0 0.366300366300366 0 0.684931506849315 0 0 0 0.66006600660066 0.598802395209581 0 0
"azon" 0.819672131147541 0.43859649122807 0.373366521468575 0.204290091930541 0 0 0 0 0 0.48661800486618 0.366300366300366 0 0.684931506849315 0.35650623885918 0.884955752212389 0.829187396351575 0 0 0 0
"es" 0 0 0 0 0 0 0 0 0 0 0.366300366300366 1.96078431372549 0 0 2.65486725663717 1.16086235489221 0.66006600660066 0.199600798403194 0 0
"ezen" 0 0.43859649122807 0.0622277535780958 0.204290091930541 0 0.0989119683481701 0.352112676056338 0 0 0.24330900243309 0.366300366300366 0 0.684931506849315 0.35650623885918 0 0 0 0 0 0.354609929078014
"nt" 0 0 0.497822028624767 0 0 0.19782393669634 0 0 0 0.24330900243309 0 0 0 0 0 0 0 0 0 0
"volna" 0 0 0.124455507156192 0.204290091930541 0 0 0.352112676056338 0 0 0 0 0 0 0 0.442477876106195 0 0.66006600660066 0.798403193612774 0 0.354609929078014
"minden" 0 0.43859649122807 0.0622277535780958 0 0.50251256281407 0.19782393669634 0.352112676056338 1 0 0 0.366300366300366 0 1.36986301369863 0.17825311942959 0.442477876106195 0 0.33003300330033 0.199600798403194 0 0.354609929078014
"mind" 1.63934426229508 0 0 0.102145045965271 0 0 0 0 2.98507462686567 0.48661800486618 0.732600732600733 0 0 0.35650623885918 1.76991150442478 0 0.33003300330033 0 0 0.709219858156028
"igen" 0 0 0.124455507156192 0.408580183861083 0 0 0 0 0 0.24330900243309 0 0 0.684931506849315 0.35650623885918 0 0 0 0.199600798403194 0 0.709219858156028
"tt" 0 0.43859649122807 0.124455507156192 0.306435137895812 0 0.494559841740851 0.352112676056338 0 0 0.48661800486618 0 0 0.684931506849315 0 0 0 0 0 0 0
"bar„" 0 0 0.248911014312383 0.306435137895812 0 0.0989119683481701 0.704225352112676 1 0 0 0 0 1.36986301369863 0.71301247771836 0 0 0 0 0 0
"f„" 0 0 0.0622277535780958 0.204290091930541 0 0.494559841740851 0.352112676056338 1 0 0 0 0 0 0.35650623885918 0 0 0 0 0 0
"volt" 0.819672131147541 0 0.0622277535780958 0.102145045965271 0 0 0 0 0 0 0 0 0 0 0 0.165837479270315 0 0 0 0
"tsem" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.76991150442478 3.98009950248756 0 0 0 0
"elÂ" 0 0 0.124455507156192 0.204290091930541 0 0.494559841740851 0.352112676056338 0 0 0 0 0 0 0.53475935828877 0 0 0.33003300330033 0.399201596806387 0 0
"p„" 0.819672131147541 1.75438596491228 0.0622277535780958 0.510725229826353 0 0.0989119683481701 0.352112676056338 0 0 0 0 0 0 0.71301247771836 0 0.165837479270315 0 0 0 0
"z„" 0.819672131147541 0.43859649122807 0.373366521468575 0.102145045965271 0 0 0.352112676056338 1 0 0 0.366300366300366 0 0.684931506849315 0 0 0 0 0 0 0
"magyar" 0 0 0.311138767890479 0.102145045965271 0.50251256281407 0 0 1 0 0 0 0 0 0 0 0.165837479270315 0 0 0 0
"hanem" 0.819672131147541 0 0.248911014312383 0 0 0.0989119683481701 0 0 0 0 0 0 0 0 0.442477876106195 0 0 0 1.28205128205128 0.709219858156028
"melly" 0 0 0.124455507156192 0.102145045965271 0 0 0 0 0 0.72992700729927 0 0 0 0.17825311942959 0 0 0 0 0 0
"most" 0 0 0.248911014312383 0.102145045965271 0 0 0.352112676056338 3 0 0.24330900243309 0 0 0.684931506849315 0.35650623885918 0.442477876106195 0.165837479270315 0 0.598802395209581 0 0
"ra" 0 0 0.311138767890479 0.204290091930541 0 0.29673590504451 0.704225352112676 0 0 0.72992700729927 0 0 0 0.17825311942959 0 0 0 0 0 0
"nak" 0.819672131147541 0 0.124455507156192 0.204290091930541 0.50251256281407 0.0989119683481701 0 0 0 0.24330900243309 0 0 0 0.53475935828877 0 0 0 0.199600798403194 0 0
"igaz" 0 0 0 0 0.50251256281407 0 0 0 0 0.72992700729927 0 0 0 0 0 0.33167495854063 0.33003300330033 0.199600798403194 1.28205128205128 0
"le" 0 0.43859649122807 0.186683260734287 0.102145045965271 0.50251256281407 0.395647873392681 0.352112676056338 1 0 0 0 0 0 0 0.442477876106195 0.33167495854063 0 0 0 0
"g„" 0 0.43859649122807 0.248911014312383 0.102145045965271 0.50251256281407 0.29673590504451 0.352112676056338 0 0 0.24330900243309 0 0 1.36986301369863 0.17825311942959 0 0 0 0 0 0
"ugyan" 0 0 0.124455507156192 0.102145045965271 0 0.0989119683481701 0.352112676056338 1 0 0 0 0 0 0 0.884955752212389 0.165837479270315 0.66006600660066 0.199600798403194 0 0.354609929078014
"valo" 0 0.43859649122807 0 0 0 0 0 0 0 0 0 0 0 0 1.76991150442478 0 0.33003300330033 0.399201596806387 2.56410256410256 0.354609929078014
"mivel" 0.819672131147541 0 0 0 0 0 0 0 0 0 0 0 0 0 0.442477876106195 0.995024875621891 0 0.199600798403194 0 0
"el„" 0 0.43859649122807 0.248911014312383 0.408580183861083 0 0 0 0 0 0 0 0 0 0.17825311942959 0 0.33167495854063 0 0 0 0
"sok" 0 0.43859649122807 0 0 0 0.395647873392681 0 2 0 0 0 0 0 0 0.884955752212389 0 0 0.598802395209581 0 0
"sz" 0.819672131147541 0 0.248911014312383 0.102145045965271 0 0 0.352112676056338 0 0 0 0 0 0 0.17825311942959 0 0 0 0 0 0
"st" 0 0 0.497822028624767 0.510725229826353 0 0.0989119683481701 0.352112676056338 0 0 0 0 0 0 0.53475935828877 0 0 0 0 0 0
"maradok" 0.819672131147541 0.43859649122807 0 0.102145045965271 0.50251256281407 0 0 0 1.49253731343284 0.24330900243309 0.366300366300366 0.980392156862745 0.684931506849315 0 0.442477876106195 0.165837479270315 0.33003300330033 0.199600798403194 0 0.354609929078014
"mi" 0.819672131147541 0 0.311138767890479 0 0 0 0.704225352112676 0 0 0 0.366300366300366 0.980392156862745 0 0.17825311942959 0 0.497512437810945 0.33003300330033 0 0 0
"itt" 0 0 0.248911014312383 0.306435137895812 0.50251256281407 0 0 0 0 0 0.366300366300366 0 0 0.17825311942959 0 0 0 0 0 0
"fel" 0.819672131147541 0.87719298245614 0.186683260734287 0.102145045965271 0.50251256281407 0.19782393669634 0 0 0 0 0 0.980392156862745 0 0 0 0.66334991708126 0 0 0 0
"ne" 0.819672131147541 0 0.311138767890479 0.204290091930541 0 0.29673590504451 0 0 0 0 0.366300366300366 0 0 0 0 0 0.66006600660066 0.598802395209581 0 0.354609929078014
"atyafisagos" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.884955752212389 0.66334991708126 0 0.199600798403194 1.28205128205128 0
"re" 0 0.43859649122807 0.0622277535780958 0.204290091930541 0.50251256281407 0.0989119683481701 0.352112676056338 0 0 0.48661800486618 0 0 0 0.17825311942959 0 0 0 0 0 0
"nekem" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.17825311942959 0 0.33167495854063 0.33003300330033 0.598802395209581 0 0.354609929078014
"ben" 0 0.43859649122807 0.497822028624767 0.204290091930541 0 0 0 0 0 0 0 0 0 0.35650623885918 0 0.165837479270315 0 0.199600798403194 0 0
"eg„" 0 0 0.124455507156192 0 0 0 0 1 1.49253731343284 0 0 0 0 0.35650623885918 0 0 0 0 0 0
"jo" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.32743362831858 0.33167495854063 0 0.798403193612774 2.56410256410256 0.354609929078014
"csak" 0 0 0.622277535780958 0.204290091930541 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"tal„" 0 0 0.0622277535780958 0.102145045965271 0.50251256281407 0.0989119683481701 0 0 0 0.24330900243309 0 0 0 0 0 0 0 0 0 0
"tom" 0 0 0.311138767890479 0.204290091930541 0 0.0989119683481701 0.704225352112676 1 0 0 0 0 0.684931506849315 0.35650623885918 0 0 0 0 0 0
"ltal" 0.819672131147541 0.43859649122807 0.124455507156192 0.306435137895812 0 0.29673590504451 0 0 0 0.48661800486618 0 0 0 0 0 0 0.33003300330033 0 0 0
"tÂ" 0 0 0 0.102145045965271 0 0.19782393669634 0 0 0 0.48661800486618 0 0 0.684931506849315 0.17825311942959 0 0 0 0.399201596806387 0 0.354609929078014
"val„≥" 0.819672131147541 0 0.124455507156192 0 0 0.890207715133531 0 1 0 0.48661800486618 0 0 0 0 0 0 0 0 0 0
"szÂ" 0 0 0.186683260734287 0 0 0 0 0 1.49253731343284 0.24330900243309 0 0 0 0 0 0 0.33003300330033 0.598802395209581 1.28205128205128 1.06382978723404
"nek" 0 0 0.124455507156192 0 0 0.19782393669634 0.352112676056338 0 0 0 0 0 0 0.35650623885918 0 0 0 0.199600798403194 0 0
"bizony" 0 0 0.0622277535780958 0 0 0 0 0 0 0 0 0 0 0 0 0 0.99009900990099 1.39720558882236 0 0
"e" 0 0 0.560049782202863 0.102145045965271 0 0 0 0 0 0 0 0 0 0.17825311942959 0 0 0.33003300330033 0 0 0
"se" 0 0 0 0.102145045965271 1.00502512562814 0.19782393669634 0.704225352112676 1 0 0 0 0 0 0 0 0 0.33003300330033 0 0 0
"ny" 0 0 0.186683260734287 0.510725229826353 0 0.19782393669634 0.352112676056338 0 0 0 0 0 0 0 0 0 0 0 0 0
"ban" 0 0 0.0622277535780958 0.408580183861083 0.50251256281407 0 0 0 0 0.72992700729927 0 0 0 0 0 0 0 0 0 0
"van" 0 0.43859649122807 0.248911014312383 0 1.00502512562814 0.0989119683481701 0.352112676056338 1 0 0.24330900243309 0 0 0 0 0 0 0 0.199600798403194 0 0
"be" 0 0 0.0622277535780958 0.204290091930541 0 0.19782393669634 0 0 0 0 0 0.980392156862745 0 0 0 0.33167495854063 0 0 0 0
"olly" 0 0 0 0.408580183861083 0 0.19782393669634 0 0 0 0 0 0 0 0.53475935828877 0 0 0 0 0 0
"magamat" 0 0.43859649122807 0 0.102145045965271 0 0.0989119683481701 0 0 1.49253731343284 0.24330900243309 0 0 0 0.17825311942959 0 0.165837479270315 0.33003300330033 0.199600798403194 0 0
"p" 0 0 0.124455507156192 0.204290091930541 0 0.0989119683481701 0.352112676056338 0 0 0 0 0 0 0 0 0 0 0 0 0
"isten" 0 0 0 0 0 0 0 0 0 0 0.366300366300366 0 0 0 0.884955752212389 0.33167495854063 0.33003300330033 0.798403193612774 0 0.354609929078014
"„∫gy" 0 0 0.186683260734287 0.204290091930541 0 0 0.352112676056338 0 1.49253731343284 0 0 0 0 0 0 0 0 0 0 0
"ezt" 0 0 0.248911014312383 0 1.00502512562814 0.19782393669634 1.40845070422535 1 0 0 0 0 0 0 0 0 0 0 0 0
"tudom" 1.63934426229508 0 0.124455507156192 0 0 0.0989119683481701 0 0 0 0 0 0 0 0 0 0.165837479270315 0 0.199600798403194 0 0
"ur" 0 0.43859649122807 0.0622277535780958 0.817160367722165 0 0 0 0 0 0 0.366300366300366 0 0 0 0.884955752212389 0.33167495854063 0 0.399201596806387 1.28205128205128 0
"vagyon" 0 0 0 0 0 0 0 0 0 0.48661800486618 0.366300366300366 0 0 0 0 0.165837479270315 0.33003300330033 0.399201596806387 0 0.709219858156028
"ny„" 0 0 0.186683260734287 0 0 0 0 0 0 0 0 0 0 0.35650623885918 0 0 0 0 0 0
"d" 0 0 0.186683260734287 0.204290091930541 0 0.0989119683481701 0 0 0 0 0 0 0 1.06951871657754 0 0 0 0 0 0
"hozz„" 0 0 0 0.102145045965271 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"„ör" 0 0 0 0 0 0.0989119683481701 1.05633802816901 0 0 0 0 0 0 0 0 0 0 0 0 0
"gy„" 0 0 0.124455507156192 0 0 0.0989119683481701 0 0 0 0 0 0 0 0.35650623885918 0 0 0 0 0 0
"leg" 0 0 0 0 0 0 0 0 0 0.24330900243309 0 0 0 0 0 0 0.33003300330033 0.199600798403194 0 0
"te" 0 0 0.435594275046671 0 0 0 0.352112676056338 0 0 0 0 0 0.684931506849315 0.53475935828877 0 0 0 0 0 0
"aszszonyom" 0 0 0 0 0 0 0 0 0 0 2.1978021978022 0.980392156862745 0 0 0 0 0 0 1.28205128205128 1.41843971631206
"kis" 0 0 0.124455507156192 0.102145045965271 0 0 0 0 0 0.24330900243309 0 0 0 0.35650623885918 0 0.165837479270315 0 0.798403193612774 0 0
"lehet" 0 0 0.0622277535780958 0 0 0 0 0 0 0 0 0 0 0 0.442477876106195 0 0 0 0 0.354609929078014
"levelet" 0 0 0 0 0 0 0 0 0 0 0.366300366300366 0 0 0 0 0.165837479270315 0 0.199600798403194 1.28205128205128 0.354609929078014
"k„æl„" 0 0.43859649122807 0.124455507156192 0 0 0.0989119683481701 0 0 0 0 0 0 0 0.17825311942959 0 0.33167495854063 0 0 0 0
"ty„" 1.63934426229508 3.07017543859649 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"j„≥" 0 0 0.124455507156192 0 0 0 0.352112676056338 1 1.49253731343284 0 0 0 0 0 0 0 0 0 0 0
"rÂ" 0 0 0.0622277535780958 0 0 0.19782393669634 0 0 0 0 0 0 0.684931506849315 0.53475935828877 0 0 0.33003300330033 0.399201596806387 1.28205128205128 0.354609929078014
"sa" 0 0 0 0 0 0.0989119683481701 0 0 0 0 0 0 1.36986301369863 0.17825311942959 0 0 0 0 0 0
"fog" 0 0 0 0.204290091930541 0 0 0 0 0 0 0.732600732600733 0 0 0 0 0 0 0 0 0
