"Berzsenyi-Daniel_level-1" "Berzsenyi-Daniel_level-10" "Berzsenyi-Daniel_level-11" "Berzsenyi-Daniel_level-12" "Berzsenyi-Daniel_level-13" "Berzsenyi-Daniel_level-14" "Berzsenyi-Daniel_level-15" "Berzsenyi-Daniel_level-16" "Berzsenyi-Daniel_level-17" "Berzsenyi-Daniel_level-18" "Berzsenyi-Daniel_level-19" "Berzsenyi-Daniel_level-2" "Berzsenyi-Daniel_level-20" "Berzsenyi-Daniel_level-3" "Berzsenyi-Daniel_level-6" "Berzsenyi-Daniel_level-7" "Berzsenyi-Daniel_level-8" "Berzsenyi-Daniel_level-9" "Dobrentei-Gabor_level-1" "Dobrentei-Gabor_level-10" "Dobrentei-Gabor_level-11" "Dobrentei-Gabor_level-12" "Dobrentei-Gabor_level-13" "Dobrentei-Gabor_level-14" "Dobrentei-Gabor_level-15" "Dobrentei-Gabor_level-16" "Dobrentei-Gabor_level-17" "Dobrentei-Gabor_level-18" "Dobrentei-Gabor_level-19" "Dobrentei-Gabor_level-2" "Dobrentei-Gabor_level-20" "Dobrentei-Gabor_level-3" "Dobrentei-Gabor_level-6" "Dobrentei-Gabor_level-7" "Dobrentei-Gabor_level-8" "Dobrentei-Gabor_level-9" "Kazinczy-Ferenc_level-1" "Kazinczy-Ferenc_level-10" "Kazinczy-Ferenc_level-11" "Kazinczy-Ferenc_level-12" "Kazinczy-Ferenc_level-13" "Kazinczy-Ferenc_level-14" "Kazinczy-Ferenc_level-15" "Kazinczy-Ferenc_level-16" "Kazinczy-Ferenc_level-17" "Kazinczy-Ferenc_level-18" "Kazinczy-Ferenc_level-19" "Kazinczy-Ferenc_level-2" "Kazinczy-Ferenc_level-20" "Kazinczy-Ferenc_level-3" "Kazinczy-Ferenc_level-6" "Kazinczy-Ferenc_level-7" "Kazinczy-Ferenc_level-8" "Kazinczy-Ferenc_level-9" "Marton-Jozsef_level-1" "Marton-Jozsef_level-10" "Marton-Jozsef_level-11" "Marton-Jozsef_level-12" "Marton-Jozsef_level-13" "Marton-Jozsef_level-14" "Marton-Jozsef_level-15" "Marton-Jozsef_level-16" "Marton-Jozsef_level-17" "Marton-Jozsef_level-18" "Marton-Jozsef_level-19" "Marton-Jozsef_level-2" "Marton-Jozsef_level-20" "Marton-Jozsef_level-3" "Marton-Jozsef_level-6" "Marton-Jozsef_level-7" "Marton-Jozsef_level-8" "Marton-Jozsef_level-9" "Raday-I-Gedeon_level-1" "Raday-I-Gedeon_level-10" "Raday-I-Gedeon_level-11" "Raday-I-Gedeon_level-12" "Raday-I-Gedeon_level-13" "Raday-I-Gedeon_level-14" "Raday-I-Gedeon_level-15" "Raday-I-Gedeon_level-16" "Raday-I-Gedeon_level-17" "Raday-I-Gedeon_level-18" "Raday-I-Gedeon_level-19" "Raday-I-Gedeon_level-2" "Raday-I-Gedeon_level-20" "Raday-I-Gedeon_level-3" "Raday-I-Gedeon_level-6" "Raday-I-Gedeon_level-7" "Raday-I-Gedeon_level-8" "Raday-I-Gedeon_level-9" "Raday-II-Gedeon_level-1" "Raday-II-Gedeon_level-10" "Raday-II-Gedeon_level-11" "Raday-II-Gedeon_level-12" "Raday-II-Gedeon_level-13" "Raday-II-Gedeon_level-14" "Raday-II-Gedeon_level-15" "Raday-II-Gedeon_level-16" "Raday-II-Gedeon_level-17" "Raday-II-Gedeon_level-18" "Raday-II-Gedeon_level-19" "Raday-II-Gedeon_level-2" "Raday-II-Gedeon_level-20" "Raday-II-Gedeon_level-3" "Raday-II-Gedeon_level-6" "Raday-II-Gedeon_level-7" "Raday-II-Gedeon_level-8" "Raday-II-Gedeon_level-9" "Szentmiklossy-Alajos_level-1" "Szentmiklossy-Alajos_level-10" "Szentmiklossy-Alajos_level-11" "Szentmiklossy-Alajos_level-12" "Szentmiklossy-Alajos_level-13" "Szentmiklossy-Alajos_level-14" "Szentmiklossy-Alajos_level-15" "Szentmiklossy-Alajos_level-16" "Szentmiklossy-Alajos_level-17" "Szentmiklossy-Alajos_level-18" "Szentmiklossy-Alajos_level-19" "Szentmiklossy-Alajos_level-2" "Szentmiklossy-Alajos_level-3" "Szentmiklossy-Alajos_level-6" "Szentmiklossy-Alajos_level-7" "Szentmiklossy-Alajos_level-8" "Szentmiklossy-Alajos_level-9" "Szentpeteri-Erzsebet_level-1" "Szentpeteri-Erzsebet_level-10" "Szentpeteri-Erzsebet_level-11" "Szentpeteri-Erzsebet_level-12" "Szentpeteri-Erzsebet_level-13" "Szentpeteri-Erzsebet_level-14" "Szentpeteri-Erzsebet_level-15" "Szentpeteri-Erzsebet_level-16" "Szentpeteri-Erzsebet_level-17" "Szentpeteri-Erzsebet_level-18" "Szentpeteri-Erzsebet_level-19" "Szentpeteri-Erzsebet_level-2" "Szentpeteri-Erzsebet_level-20" "Szentpeteri-Erzsebet_level-3" "Szentpeteri-Erzsebet_level-6" "Szentpeteri-Erzsebet_level-7" "Szentpeteri-Erzsebet_level-8" "Szentpeteri-Erzsebet_level-9" "Szentpeteri-Judit_level-1" "Szentpeteri-Judit_level-10" "Szentpeteri-Judit_level-11" "Szentpeteri-Judit_level-12" "Szentpeteri-Judit_level-13" "Szentpeteri-Judit_level-14" "Szentpeteri-Judit_level-15" "Szentpeteri-Judit_level-16" "Szentpeteri-Judit_level-17" "Szentpeteri-Judit_level-18" "Szentpeteri-Judit_level-19" "Szentpeteri-Judit_level-2" "Szentpeteri-Judit_level-20" "Szentpeteri-Judit_level-3" "Szentpeteri-Judit_level-6" "Szentpeteri-Judit_level-7" "Szentpeteri-Judit_level-8" "Szentpeteri-Judit_level-9" "Szentpeteri-Katalin_level-1" "Szentpeteri-Katalin_level-10" "Szentpeteri-Katalin_level-11" "Szentpeteri-Katalin_level-12" "Szentpeteri-Katalin_level-13" "Szentpeteri-Katalin_level-14" "Szentpeteri-Katalin_level-15" "Szentpeteri-Katalin_level-16" "Szentpeteri-Katalin_level-17" "Szentpeteri-Katalin_level-18" "Szentpeteri-Katalin_level-19" "Szentpeteri-Katalin_level-2" "Szentpeteri-Katalin_level-20" "Szentpeteri-Katalin_level-3" "Szentpeteri-Katalin_level-6" "Szentpeteri-Katalin_level-7" "Szentpeteri-Katalin_level-8" "Szentpeteri-Katalin_level-9"
"„" 0 2.51346499102334 4.16054821341165 2.53164556962025 3.87205387205387 3.43511450381679 4.91803278688525 3.83615084525358 4.27947598253275 4.69011725293132 3.38983050847458 6.66666666666667 4.81651376146789 1.96078431372549 5.69395017793594 5.76368876080692 5.20833333333333 4.90266762797404 3.1496062992126 2.01342281879195 2.66106442577031 3.81991814461119 4.73773265651438 2.85359801488834 3.2258064516129 3.2967032967033 3.09007232084155 2.67527675276753 2.55402750491159 4.17457305502846 2.92887029288703 2.35947258848022 2.25988700564972 4.10958904109589 3.41151385927505 3.28731097961867 3.57142857142857 2.51256281407035 1.2 2.0671834625323 4.01505646173149 1.10132158590308 3.47826086956522 2.83687943262411 0.900900900900901 2.22222222222222 3.87096774193548 4.85436893203883 2.09677419354839 4.21455938697318 4.73372781065089 3.09278350515464 3.71389270976616 2.05973223480947 3.92156862745098 2.41448692152917 4.05679513184584 4.77611940298507 4.52173913043478 4.91329479768786 3.87652548456569 4.20560747663551 3.59435173299101 3.27868852459016 6.77966101694915 7.06521739130435 3.96825396825397 2.67379679144385 6.12244897959184 2.77777777777778 4.69667318982387 2.0066889632107 1.9047619047619 3.19148936170213 1.39372822299652 0.914634146341463 1.89393939393939 1.98412698412698 1.76470588235294 2.05371248025276 1.50537634408602 2.43553008595989 1.10497237569061 2.41935483870968 1.38339920948617 1.66666666666667 3.50877192982456 1.25 3.88349514563107 2.93255131964809 1.44927536231884 3.54330708661417 2.9940119760479 4.23728813559322 1.54639175257732 3.37837837837838 2.75590551181102 2.19512195121951 3.16091954022989 2.91095890410959 1.171875 1.78571428571429 2.18978102189781 2.30263157894737 1.11111111111111 2.92682926829268 0 4.42477876106195 4.14414414414414 5.12048192771084 4.57746478873239 3.17460317460317 2.58175559380379 4.84261501210654 2.20588235294118 2.74151436031332 3.46534653465347 2.61437908496732 2.83018867924528 2.92397660818713 3.80434782608696 3.30788804071247 4.52261306532663 2.4390243902439 3.80434782608696 5.73770491803279 4.84429065743945 4.8780487804878 3.41880341880342 5.3125 5.28735632183908 4.97237569060773 3.44827586206897 2.9585798816568 3.44827586206897 5.48780487804878 3.81165919282511 5.12820512820513 5.63380281690141 4.65116279069767 3.68852459016393 4.12371134020619 4.39882697947214 0 0.719424460431655 1.76600441501104 0.220264317180617 0.159489633173844 1.74672489082969 0.37593984962406 1.20192307692308 0.769230769230769 0 0 0.235294117647059 0 0 0 0 1.38888888888889 0.544464609800363 0.662251655629139 0 1.96078431372549 0 0.58252427184466 0.833333333333333 0 0.826446280991736 0.40650406504065 3.65296803652968 2.04081632653061 4.04040404040404 0.480769230769231 2.08333333333333 1.31578947368421 0 1.19047619047619 0
"az" 0.704225352112676 1.43626570915619 2.34948604992658 1.26582278481013 1.34680134680135 0.381679389312977 1.32205182443152 1.36540962288687 1.1353711790393 1.50753768844221 3.38983050847458 1.11111111111111 1.14678899082569 0 1.42348754448399 3.02593659942363 3.125 2.3071377072819 1.0498687664042 0.671140939597315 1.19047619047619 1.50068212824011 0.676818950930626 1.42679900744417 0 0 1.11768573307035 0.922509225092251 0.884086444007859 1.23339658444023 1.25523012552301 0.971547536433033 0.282485875706215 0 0.639658848614073 1.18343195266272 0.892857142857143 1.00502512562814 2.4 3.61757105943152 2.13299874529486 2.42290748898678 1.44927536231884 1.06382978723404 0 0.444444444444444 2.90322580645161 0.970873786407767 2.25806451612903 1.91570881226054 2.66272189349112 1.03092783505155 1.65061898211829 1.13285272914521 1.22549019607843 3.01810865191147 2.83975659229209 1.7910447761194 1.56521739130435 1.15606936416185 1.79468772433597 2.13618157543391 1.54043645699615 1.84426229508197 1.69491525423729 1.6304347826087 1.78571428571429 3.20855614973262 1.36054421768707 1.85185185185185 2.34833659491194 3.01003344481605 6.66666666666667 4.25531914893617 6.62020905923345 4.57317073170732 6.06060606060606 6.34920634920635 2.94117647058824 6.47709320695103 6.02150537634409 4.87106017191977 2.20994475138122 4.83870967741935 5.73122529644269 7.66666666666667 1.75438596491228 3.125 6.31067961165049 5.57184750733138 0 4.7244094488189 5.98802395209581 4.23728813559322 4.12371134020619 4.05405405405405 6.69291338582677 3.90243902439024 6.32183908045977 6.50684931506849 7.03125 1.19047619047619 8.02919708029197 7.23684210526316 4.44444444444444 5.85365853658537 1.73913043478261 7.52212389380531 0.36036036036036 2.10843373493976 1.40845070422535 0 1.03270223752151 1.45278450363196 0.367647058823529 0.913838120104439 1.65016501650165 1.79738562091503 1.41509433962264 1.16959064327485 1.6304347826087 1.27226463104326 1.6750418760469 0.813008130081301 1.44927536231884 3.27868852459016 4.1522491349481 3.41463414634146 5.12820512820513 2.1875 3.90804597701149 2.76243093922652 2.1551724137931 5.52268244575937 5.51724137931035 3.04878048780488 5.38116591928251 5.12820512820513 4.22535211267606 5.23255813953488 8.81147540983607 3.60824742268041 2.93255131964809 1.71428571428571 1.97841726618705 2.2075055187638 2.86343612334802 2.23285486443381 2.62008733624454 3.00751879699248 3.60576923076923 4.61538461538461 1.81818181818182 2.5 1.41176470588235 2.85171102661597 1.34529147982063 1.63934426229508 2.71844660194175 2.57936507936508 2.54083484573503 6.62251655629139 2.5974025974026 2.94117647058824 4.76190476190476 9.32038834951456 6.66666666666667 8 6.06060606060606 7.72357723577236 0.91324200913242 4.08163265306122 1.01010101010101 4.32692307692308 2.08333333333333 2.63157894736842 6.57894736842105 1.19047619047619 4.16666666666667
"a‚" 0 3.94973070017953 4.60107684777288 2.9535864978903 4.54545454545455 1.52671755725191 3.96615547329455 4.29128738621587 3.14410480349345 3.68509212730318 1.69491525423729 1.11111111111111 2.98165137614679 1.96078431372549 2.49110320284698 2.01729106628242 9.375 2.37923576063446 0 0 0 0 0 0.0620347394540943 6.45161290322581 1.0989010989011 3.2215647600263 4.0590405904059 4.12573673870334 0.094876660341556 3.76569037656904 0 1.69491525423729 3.19634703196347 0 0 4.01785714285714 5.69514237855946 4.4 4.90956072351421 4.76787954830615 4.62555066079295 4.92753623188406 4.9645390070922 5.40540540540541 2.66666666666667 4.83870967741935 1.94174757281553 0.161290322580645 5.3639846743295 5.32544378698225 1.03092783505155 3.57634112792297 3.60453141091658 3.67647058823529 4.42655935613682 3.65111561866126 3.28358208955224 4 3.17919075144509 4.95333811916726 4.1388518024032 4.49293966623877 3.89344262295082 6.77966101694915 4.34782608695652 1.58730158730159 6.41711229946524 4.76190476190476 2.77777777777778 4.30528375733855 6.35451505016722 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.42342342342342 2.10843373493976 4.22535211267606 3.17460317460317 3.09810671256454 2.6634382566586 3.67647058823529 3.39425587467363 2.64026402640264 2.94117647058824 4.55974842767296 4.09356725146199 4.48369565217391 3.9440203562341 3.85259631490787 1.6260162601626 2.89855072463768 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.293255131964809 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.93607305936073 0 0 0 0 0 0 0 0
"s" 1.40845070422535 2.33393177737882 3.32843857072932 0.843881856540084 3.1986531986532 2.67175572519084 3.12004230565838 3.12093628088427 3.05676855895197 2.51256281407035 1.69491525423729 4.44444444444444 3.44036697247706 1.96078431372549 4.27046263345196 3.02593659942363 3.125 2.6676279740447 1.5748031496063 2.23713646532438 2.80112044817927 2.31923601637108 2.53807106598985 2.29528535980149 3.2258064516129 3.2967032967033 3.09007232084155 3.59778597785978 3.53634577603143 3.32068311195446 2.09205020920502 1.45732130464955 2.54237288135593 2.28310502283105 2.3454157782516 2.62984878369494 3.125 2.01005025125628 2.2 1.03359173126615 2.00752823086575 2.42290748898678 2.02898550724638 2.12765957446809 0 1.33333333333333 1.93548387096774 0.970873786407767 4.03225806451613 2.29885057471264 3.25443786982249 2.06185567010309 1.5130674002751 2.26570545829042 1.22549019607843 1.81086519114688 1.41987829614604 1.49253731343284 2.08695652173913 2.45664739884393 1.50753768844221 2.60347129506008 2.05391527599487 2.25409836065574 3.38983050847458 3.26086956521739 2.38095238095238 1.60427807486631 1.36054421768707 1.85185185185185 2.34833659491194 1.33779264214047 0.952380952380952 2.12765957446809 0.696864111498258 0.914634146341463 1.89393939393939 0.793650793650794 2.35294117647059 2.05371248025276 0.860215053763441 1.71919770773639 1.10497237569061 0.806451612903226 1.18577075098814 0.333333333333333 0 0.625 3.39805825242718 0.586510263929619 0.72463768115942 1.5748031496063 1.19760479041916 1.69491525423729 0.515463917525773 2.7027027027027 1.96850393700787 0.731707317073171 1.72413793103448 1.54109589041096 0.78125 1.78571428571429 0.72992700729927 1.64473684210526 1.11111111111111 1.95121951219512 0 2.21238938053097 2.7027027027027 1.80722891566265 1.93661971830986 0 2.92598967297762 2.42130750605327 2.20588235294118 2.87206266318538 1.81518151815182 2.77777777777778 2.0440251572327 2.63157894736842 3.26086956521739 2.29007633587786 3.3500837520938 1.6260162601626 2.35507246376812 0 0 0 0 0 0.919540229885057 0 0 0 0.344827586206897 0.609756097560976 0 0 0 0 0 0 2.05278592375367 1.14285714285714 0.719424460431655 0 0.220264317180617 0.318979266347687 0.436681222707424 1.12781954887218 0.240384615384615 0 0.779220779220779 0.416666666666667 1.88235294117647 0 1.79372197309417 0.728597449908925 0.970873786407767 0 0.725952813067151 1.32450331125828 0 0 0 0 0 0 0 0 2.73972602739726 0 0 0 1.04166666666667 0 0 0 0
"hogy" 2.8169014084507 1.61579892280072 1.07684777288302 2.53164556962025 1.01010101010101 1.52671755725191 1.16340560549974 1.30039011703511 0.960698689956332 1.00502512562814 1.69491525423729 1.11111111111111 1.8348623853211 0 1.06761565836299 1.5850144092219 0 1.65825522710887 0.26246719160105 0.447427293064877 0.630252100840336 0.864029104138245 0.169204737732657 1.1166253101737 3.2258064516129 0 0.591715976331361 0.738007380073801 0.785854616895874 0.379506641366224 1.25523012552301 0.832755031228314 1.41242937853107 0.91324200913242 1.06609808102345 0.460223537146614 2.23214285714286 1.84254606365159 1.3 1.80878552971576 1.88205771643664 1.3215859030837 0.289855072463768 2.83687943262411 2.7027027027027 1.77777777777778 1.61290322580645 1.94174757281553 2.58064516129032 1.14942528735632 0.591715976331361 1.03092783505155 2.47592847317744 1.44181256436663 1.47058823529412 0.201207243460765 1.01419878296146 1.19402985074627 1.39130434782609 1.44508670520231 1.79468772433597 1.53538050734312 1.54043645699615 2.25409836065574 1.69491525423729 0 2.77777777777778 0.53475935828877 0 1.85185185185185 1.95694716242661 2.34113712374582 0.952380952380952 1.06382978723404 2.78745644599303 3.04878048780488 3.03030303030303 0.793650793650794 2.35294117647059 1.8957345971564 2.36559139784946 1.57593123209169 1.10497237569061 3.2258064516129 1.58102766798419 2.33333333333333 1.75438596491228 1.25 0.970873786407767 2.34604105571848 0.72463768115942 2.75590551181102 3.89221556886228 3.38983050847458 1.03092783505155 0.675675675675676 0.78740157480315 1.95121951219512 1.14942528735632 1.71232876712329 2.734375 1.19047619047619 0.72992700729927 1.97368421052632 1.11111111111111 0.975609756097561 2.60869565217391 1.76991150442478 1.44144144144144 1.80722891566265 1.58450704225352 1.58730158730159 1.54905335628227 1.69491525423729 1.47058823529412 0.913838120104439 1.15511551155116 0.490196078431373 1.25786163522013 1.16959064327485 0.543478260869565 1.90839694656489 0.33500837520938 3.2520325203252 1.44927536231884 0.819672131147541 2.42214532871972 1.46341463414634 3.41880341880342 2.5 1.83908045977011 0.552486187845304 0.862068965517241 0.19723865877712 2.06896551724138 0.609756097560976 2.69058295964126 0.512820512820513 0.704225352112676 1.74418604651163 1.84426229508197 2.06185567010309 0.879765395894428 2.85714285714286 1.97841726618705 3.53200883002207 1.98237885462555 2.71132376395534 1.31004366812227 1.8796992481203 2.16346153846154 0.769230769230769 1.03896103896104 3.54166666666667 3.76470588235294 2.47148288973384 0.896860986547085 1.09289617486339 2.52427184466019 3.17460317460317 1.27041742286751 5.29801324503311 2.5974025974026 2.94117647058824 4.76190476190476 2.9126213592233 3.33333333333333 4.57142857142857 2.20385674931129 2.4390243902439 0.91324200913242 2.04081632653061 1.01010101010101 3.36538461538462 2.08333333333333 1.31578947368421 5.26315789473684 1.19047619047619 5.55555555555556
"k„" 2.11267605633803 2.51346499102334 1.12579539892315 2.53164556962025 1.85185185185185 2.29007633587786 1.00475938656795 1.23537061118336 1.92139737991266 0.837520938023451 5.08474576271186 0 1.8348623853211 0 1.06761565836299 1.44092219020173 1.04166666666667 1.51405912040375 2.36220472440945 1.56599552572707 1.5406162464986 1.36425648021828 1.1844331641286 1.17866004962779 3.2258064516129 3.2967032967033 1.57790927021696 3.3210332103321 3.43811394891945 2.3719165085389 2.92887029288703 1.52671755725191 1.9774011299435 1.82648401826484 2.98507462686567 1.9723865877712 2.67857142857143 2.01005025125628 1.4 1.55038759689922 1.63111668757842 3.52422907488987 2.89855072463768 2.12765957446809 2.7027027027027 1.77777777777778 2.25806451612903 1.94174757281553 0.967741935483871 1.14942528735632 1.18343195266272 5.15463917525773 0.825309491059147 2.05973223480947 1.7156862745098 1.20724346076459 2.02839756592292 0.298507462686567 1.82608695652174 1.87861271676301 2.44077530509691 1.26835781041389 1.54043645699615 1.22950819672131 1.69491525423729 1.6304347826087 2.38095238095238 1.06951871657754 1.36054421768707 3.7037037037037 1.95694716242661 1.67224080267559 0.952380952380952 1.06382978723404 1.04529616724739 0.609756097560976 0.757575757575758 0.793650793650794 1.17647058823529 0.947867298578199 0.860215053763441 1.14613180515759 1.10497237569061 2.01612903225806 1.18577075098814 0 0 0.625 0 0.293255131964809 0 1.18110236220472 0 0 0 0 0.393700787401575 0.975609756097561 0 1.54109589041096 0 1.78571428571429 0 0.328947368421053 1.11111111111111 0.975609756097561 0.869565217391304 0.884955752212389 2.88288288288288 1.20481927710843 2.2887323943662 1.58730158730159 2.06540447504303 3.38983050847458 2.20588235294118 1.69712793733681 1.65016501650165 1.30718954248366 1.88679245283019 2.92397660818713 2.44565217391304 2.54452926208651 1.84254606365159 1.6260162601626 2.35507246376812 0.819672131147541 1.03806228373702 0.48780487804878 0.854700854700855 0.3125 2.06896551724138 0.552486187845304 1.72413793103448 2.36686390532544 0.689655172413793 0.609756097560976 0.896860986547085 1.53846153846154 0.704225352112676 0.581395348837209 0.614754098360656 0.515463917525773 0.586510263929619 0 0.539568345323741 0.441501103752759 0 0 0.873362445414847 0.37593984962406 0.961538461538462 0 0 0 0.235294117647059 0.380228136882129 0 0 0 0.793650793650794 0.725952813067151 0.662251655629139 0 0 0 0 0.833333333333333 0.571428571428571 1.10192837465565 1.21951219512195 1.36986301369863 0.680272108843537 2.02020202020202 0 0 0.657894736842105 0 2.38095238095238 0
"n" 1.40845070422535 1.25673249551167 1.3215859030837 1.68776371308017 0.505050505050505 1.90839694656489 1.90375462718139 1.88556566970091 1.57205240174672 2.17755443886097 1.69491525423729 3.33333333333333 2.06422018348624 3.92156862745098 0.711743772241993 2.30547550432277 4.16666666666667 1.73035328046143 1.0498687664042 1.78970917225951 1.89075630252101 1.77353342428377 2.53807106598985 1.61290322580645 0 2.1978021978022 0.657462195923734 2.02952029520295 2.06286836935167 0.664136622390892 3.34728033472803 1.17973629424011 1.69491525423729 1.36986301369863 1.06609808102345 1.77514792899408 0.892857142857143 1.50753768844221 1.2 1.55038759689922 1.25470514429109 0.440528634361233 0.869565217391304 3.19148936170213 1.8018018018018 4 0.645161290322581 1.94174757281553 0.967741935483871 0.766283524904215 0.591715976331361 2.06185567010309 1.92572214580468 1.44181256436663 0.490196078431373 2.01207243460765 1.41987829614604 1.49253731343284 2.26086956521739 1.73410404624277 1.50753768844221 1.73564753004005 1.15532734274711 0.409836065573771 3.38983050847458 1.08695652173913 1.78571428571429 0 2.04081632653061 0 0.782778864970646 1.33779264214047 0.952380952380952 1.06382978723404 1.74216027874564 1.82926829268293 0.757575757575758 1.19047619047619 2.94117647058824 1.10584518167457 0.645161290322581 1.28939828080229 0 0.806451612903226 1.77865612648221 1.33333333333333 5.26315789473684 1.25 0 2.63929618768328 1.44927536231884 1.96850393700787 1.19760479041916 0.847457627118644 1.03092783505155 1.35135135135135 0.78740157480315 0.731707317073171 1.14942528735632 0.513698630136986 1.171875 2.38095238095238 2.18978102189781 0.986842105263158 1.11111111111111 0 0 0.884955752212389 1.62162162162162 0.903614457831325 1.40845070422535 4.76190476190476 0.688468158347676 1.69491525423729 0.735294117647059 0.652741514360313 1.15511551155116 1.63398692810458 1.72955974842767 0.87719298245614 1.08695652173913 1.27226463104326 1.17252931323283 0.813008130081301 1.26811594202899 0 0 0 0 0 1.14942528735632 0 0 0 0 0 0.448430493273543 0 0.352112676056338 0 0 0 3.51906158357771 0 0.179856115107914 0.22075055187638 0 0 0 0 0 0.769230769230769 0 0.208333333333333 0 0.190114068441065 0 0.546448087431694 0 0 0 0 0 0 0 0 0 0.571428571428571 0 0 2.28310502283105 0 0 0 0 0 0 0 1.38888888888889
"nem" 2.8169014084507 1.97486535008977 1.46842878120411 2.53164556962025 1.34680134680135 1.14503816793893 1.4806980433633 2.08062418725618 1.22270742358079 1.6750418760469 1.69491525423729 1.11111111111111 1.60550458715596 0 1.42348754448399 1.15273775216138 2.08333333333333 1.51405912040375 0 0.671140939597315 0.910364145658263 0.864029104138245 0.169204737732657 0.992555831265509 0 0 0.460223537146614 0.461254612546125 0.491159135559921 0.853889943074004 0.418410041841004 0.693962526023595 0.282485875706215 1.36986301369863 0.639658848614073 0.657462195923734 0.892857142857143 1.17252931323283 0.5 0.516795865633075 2.00752823086575 0.881057268722467 0.289855072463768 0.709219858156028 0 0 0.967741935483871 0.970873786407767 0.967741935483871 0.383141762452107 0.29585798816568 1.03092783505155 1.37551581843191 1.33882595262616 0.735294117647059 0.603621730382294 0.811359026369168 0.895522388059702 0.956521739130435 1.30057803468208 1.2921751615219 1.13484646194927 0.898587933247754 1.4344262295082 1.69491525423729 1.6304347826087 1.38888888888889 1.60427807486631 0.680272108843537 0 1.56555772994129 0.668896321070234 0 1.06382978723404 2.78745644599303 3.04878048780488 2.27272727272727 1.58730158730159 1.76470588235294 2.05371248025276 1.0752688172043 1.28939828080229 0.552486187845304 1.61290322580645 1.18577075098814 2 0 1.25 1.45631067961165 1.17302052785924 0 0.78740157480315 2.39520958083832 0 1.03092783505155 0.675675675675676 0.78740157480315 0.731707317073171 0.862068965517241 2.05479452054795 1.5625 1.19047619047619 1.45985401459854 2.96052631578947 0 1.46341463414634 0.869565217391304 1.32743362831858 1.62162162162162 1.50602409638554 1.40845070422535 3.17460317460317 1.03270223752151 0.484261501210654 0 1.0443864229765 0.825082508250825 0.326797385620915 0.471698113207547 0.292397660818713 0.679347826086957 1.01781170483461 0.33500837520938 2.4390243902439 0.72463768115942 0 0.692041522491349 0 1.70940170940171 1.25 0.919540229885057 1.10497237569061 1.72413793103448 2.16962524654832 1.72413793103448 2.4390243902439 0.896860986547085 0.512820512820513 0.352112676056338 0.872093023255814 0.409836065573771 1.03092783505155 1.46627565982405 2.28571428571429 1.79856115107914 1.32450331125828 2.6431718061674 2.23285486443381 2.62008733624454 0.37593984962406 1.20192307692308 0.769230769230769 1.2987012987013 2.29166666666667 1.17647058823529 1.71102661596958 1.79372197309417 3.4608378870674 1.94174757281553 2.18253968253968 1.81488203266788 1.98675496688742 0.432900432900433 1.96078431372549 3.96825396825397 1.74757281553398 2.5 3.42857142857143 2.47933884297521 1.21951219512195 1.36986301369863 2.04081632653061 1.01010101010101 0.961538461538462 0 3.28947368421053 2.63157894736842 0 1.38888888888889
"‚" 0 0.718132854578097 1.76211453744493 0.843881856540084 2.86195286195286 1.52671755725191 1.58646218931782 0.845253576072822 2.2707423580786 1.84254606365159 1.69491525423729 0 1.37614678899083 0 0.355871886120996 1.29682997118156 2.08333333333333 1.22566690699351 0.5249343832021 2.01342281879195 0.420168067226891 1.22783083219645 0.50761421319797 1.30272952853598 0 1.0989010989011 0.986193293885602 2.30627306273063 2.25933202357564 0.94876660341556 1.67364016736402 0.555170020818876 1.69491525423729 0.91324200913242 0.852878464818763 1.11768573307035 1.33928571428571 1.84254606365159 1.6 0 0.627352572145546 1.3215859030837 1.73913043478261 1.77304964539007 0.900900900900901 0 1.29032258064516 0 0.161290322580645 1.14942528735632 2.07100591715976 0 1.5130674002751 1.44181256436663 0.980392156862745 1.60965794768612 2.23123732251521 0.895522388059702 1.91304347826087 1.73410404624277 1.79468772433597 3.00400534045394 1.92554557124519 0.409836065573771 1.69491525423729 1.08695652173913 3.17460317460317 1.60427807486631 0 1.85185185185185 1.17416829745597 3.01003344481605 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.29940119760479 0 0 0 0 0 0 0 0 0.595238095238095 0 0.328947368421053 0 0 0 0 2.7027027027027 0.602409638554217 1.58450704225352 0 2.92598967297762 1.69491525423729 2.20588235294118 2.34986945169713 1.65016501650165 2.94117647058824 1.88679245283019 2.63157894736842 3.26086956521739 1.65394402035623 7.03517587939699 1.6260162601626 1.81159420289855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.182149362477231 0 0 0 0 0.432900432900433 0 0 0.194174757281553 1.66666666666667 0 0 0.813008130081301 0 0.680272108843537 0 0 0 0 0 0 0.694444444444444
