"Balassi-Balint_A-Szentharomsagnak-eslo.txt-jav" "Balassi-Balint_A-Szentharomsagnak-harmadik.txt-jav" "Balassi-Balint_A-Szentharomsagnak-kinek.txt-jav" "Balassi-Balint_A-te-nagy-nevedert.txt-jav" "Balassi-Balint_A-Zsuzsanna-egy-szep-nemet.txt-jav" "Balassi-Balint_Adj-mar-csendesseget.txt-jav" "Balassi-Balint_Aldj-meg-minket.txt-jav" "Balassi-Balint_Aldott-Julia.txt-jav" "Balassi-Balint_Aldott-szep-punkosdnek.txt-jav" "Balassi-Balint_Amely-keresztyen.txt-jav" "Balassi-Balint_Az-en-jo-Istenem.txt-jav" "Balassi-Balint_Az-en-szerelmesem.txt-jav" "Balassi-Balint_Beteges-lelkem.txt-jav" "Balassi-Balint_Bezzeg-nagy-bolondsag.txt-jav" "Balassi-Balint_Bizonnyal-ismerem-rajtam-most-erejet.txt-jav" "Balassi-Balint_Bizonnyal-ismerem-rajtam-nagy-haragod.txt-jav" "Balassi-Balint_Bocsasd-meg-Uristen-1.txt-jav" "Balassi-Balint_Bocsasd-meg-Uristen-2.txt-jav" "Balassi-Balint_Cupido-szivemben.txt-jav" "Balassi-Balint_Csak-bubanat-immar.txt-jav" "Balassi-Balint_Csodalvan-egy-furdot.txt-jav" "Balassi-Balint_Csokolvan-e-minap.txt-jav" "Gergei-Albert_Argirus-historiaja-1.txt-jav" "Gergei-Albert_Argirus-historiaja-2.txt-jav" "Gergei-Albert_Argirus-historiaja-3.txt-jav" "Toth-Istvan_Diarium-1.txt-jav" "Toth-Istvan_Diarium-10.txt-jav" "Toth-Istvan_Diarium-11.txt-jav" "Toth-Istvan_Diarium-12.txt-jav" "Toth-Istvan_Diarium-2.txt-jav" "Toth-Istvan_Diarium-3.txt-jav" "Toth-Istvan_Diarium-4.txt-jav" "Toth-Istvan_Diarium-5.txt-jav" "Toth-Istvan_Diarium-6.txt-jav" "Toth-Istvan_Diarium-7.txt-jav" "Toth-Istvan_Diarium-8.txt-jav" "Toth-Istvan_Diarium-9.txt-jav" "Zrinyi-Miklos_Arianna-sirasa.txt-jav" "Zrinyi-Miklos_Fantasia-poetica.txt-jav" "Zrinyi-Miklos_Obsidionis-Szigethianc-1.txt-jav" "Zrinyi-Miklos_Obsidionis-Szigethianc-10.txt-jav" "Zrinyi-Miklos_Obsidionis-Szigethianc-11.txt-jav" "Zrinyi-Miklos_Obsidionis-Szigethianc-12.txt-jav" "Zrinyi-Miklos_Obsidionis-Szigethianc-13.txt-jav" "Zrinyi-Miklos_Obsidionis-Szigethianc-14.txt-jav" "Zrinyi-Miklos_Obsidionis-Szigethianc-15.txt-jav" "Zrinyi-Miklos_Obsidionis-Szigethianc-2.txt-jav" "Zrinyi-Miklos_Obsidionis-Szigethianc-3.txt-jav" "Zrinyi-Miklos_Obsidionis-Szigethianc-4.txt-jav" "Zrinyi-Miklos_Obsidionis-Szigethianc-5.txt-jav" "Zrinyi-Miklos_Obsidionis-Szigethianc-6.txt-jav" "Zrinyi-Miklos_Obsidionis-Szigethianc-7.txt-jav" "Zrinyi-Miklos_Obsidionis-Szigethianc-8.txt-jav" "Zrinyi-Miklos_Obsidionis-Szigethianc-9.txt-jav" "Zrinyi-Miklos_Orfeus-es-Euridice.txt-jav"
"lÂ" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.826446280991736 0 0 0 0 0 0 0 0 0 0.0746268656716418 0 0.221075902726603 0.058428279287175 0.235737859500236 0.342465753424658 0.167014613778706 0.241181790774797 0.238907849829352 0.0908677873693776 0.377053595475357 0.161812297734628 0.0438404208680403 0.318471337579618 0.155400155400155 0.421432871763998 0.196795052010121 0.314998788466198 0.272034820457018 0.429389312977099 0.0793440888653795 0.450023685457129 0.518134715025907 0.304971027752364 0.210772833723653 0.078781512605042 0.114351057747284 0.420070011668611 0.565944881889764 0.19047619047619 0.217391304347826 0.526315789473684
"g„" 0.593471810089021 0.497512437810945 0.266666666666667 0 0 1.58730158730159 0.657894736842105 0.21505376344086 0 0.602409638554217 0.426439232409382 0.307692307692308 0 0.413223140495868 0.35650623885918 0 0.986193293885602 1.2396694214876 0.959232613908873 0.150602409638554 0.510204081632653 0 0.254331584803688 0.447761194029851 0.134770889487871 0.386882829771555 0.0876424189307625 0.471475719000471 0.342465753424658 0.0835073068893528 0.150738619234248 0.273037542662116 0.0454338936846888 0.0538647993536224 0.0970873786407767 0.219202104340202 0.0289519397799653 0.310800310800311 0.120409391932571 0.253022209727298 0.266537436394475 0.190424374319913 0.310114503816794 0.158688177730759 0.165798199905258 0.370096225018505 0.243976822201891 0.234192037470726 0.262605042016807 0.200114351057747 0.256709451575263 0.270669291338583 0.163265306122449 0.108695652173913 0.175438596491228
"en" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0417536534446764 0 0 0 0 0 0 0.0289519397799653 0.310800310800311 0.78266104756171 0.449817261737419 0.314998788466198 0.380848748639826 0.429389312977099 0.58185665167945 0.284225485551871 0.222057735011103 0.518450747179018 0.351288056206089 0.472689075630252 0.28587764436821 0.420070011668611 0.442913385826772 0.462585034013605 0.679347826086957 0.43859649122807
"ez" 0.890207715133531 0 0 0 0 0 0 0.21505376344086 0 0 0.213219616204691 0.307692307692308 0 0.413223140495868 0.17825311942959 0.307692307692308 0.19723865877712 0.619834710743802 0 0 0.510204081632653 0.625 0.206644412652996 0.149253731343284 0 0.25792188651437 0.2337131171487 0.188590287600189 0 0.167014613778706 0.301477238468496 0.204778156996587 0.181735574738755 0.161594398060867 0.161812297734628 0.0438404208680403 0.115807759119861 0.155400155400155 0.120409391932571 0.253022209727298 0.121153380179307 0.244831338411317 0.310114503816794 0.158688177730759 0.236854571293226 0.197384653343203 0.365965233302836 0.187353629976581 0.262605042016807 0.428816466552316 0.326721120186698 0.369094488188976 0.272108843537415 0.244565217391304 0.175438596491228
"uit„" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0777000777000777 0 0.196795052010121 0.387690816573782 0.408052230685528 0.381679389312977 0.476064533192277 0.355281856939839 0.715519368369109 0.152485513876182 0.468384074941452 0.682773109243697 0.28587764436821 0.256709451575263 0.442913385826772 0.571428571428571 0.760869565217391 0
"nagy" 0.29673590504451 0 0.533333333333333 1.5625 0 0 0 0.860215053763441 0 0 0.639658848614073 1.23076923076923 1.12359550561798 0.826446280991736 0.35650623885918 1.23076923076923 0.394477317554241 0.619834710743802 0.959232613908873 0.602409638554217 0.510204081632653 0.625 0.747099030360833 0.746268656716418 1.07816711590296 0.386882829771555 0.262927256792287 0.33003300330033 0.418569254185693 0.375782881002088 0.422068133855894 0.511945392491468 0.408905043162199 0.296256396444923 0.355987055016181 0.657606313020605 0.202663578459757 0 0 0 0 0 0 0 0 0 0 0 0 0.028587764436821 0 0.0246062992125984 0 0 0
"‚" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.413223140495868 0 0 0 0 0 0 1.02040816326531 0 2.17771419488158 2.38805970149254 0.808625336927224 0.276344878408254 0.262927256792287 0 0 0 0.120590895387398 0.068259385665529 0.0908677873693776 0.0807971990304336 0.355987055016181 0.175361683472161 0.231615518239722 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"mag„" 0 0 0 0 0 0 0 0 0 0 0 0.615384615384615 0.842696629213483 0.413223140495868 0.17825311942959 0.615384615384615 0.788954635108481 0.826446280991736 0 0 0.510204081632653 0 0.190748688602766 0.671641791044776 0.134770889487871 0.110537951363301 0.146070698217937 0 0.15220700152207 0.125260960334029 0.0904431715405487 0.170648464163823 0.318037255792821 0.242391597091301 0.161812297734628 0.175361683472161 0.173711638679792 0.155400155400155 0 0.140567894292944 0.33922946450206 0.326441784548422 0.238549618320611 0.290928325839725 0.450023685457129 0.246730816679003 0.152485513876182 0.234192037470726 0.262605042016807 0.114351057747284 0.256709451575263 0.123031496062992 0.054421768707483 0.244565217391304 0
"minden" 0 0 0 0 0.626959247648903 0 0 0.21505376344086 0.431034482758621 0 0.213219616204691 0.307692307692308 0 0.413223140495868 0 0 0.19723865877712 0.206611570247934 0 0.150602409638554 0 0 0.143061516452074 0.149253731343284 0.404312668463612 0.313190862196021 0.11685655857435 0.424328147100424 0.15220700152207 0.0835073068893528 0.241181790774797 0.204778156996587 0.408905043162199 0.0538647993536224 0.194174757281553 0.0876808417360807 0.318471337579618 0 0.0602046959662854 0.337362946303064 0.193845408286891 0.163220892274211 0.262404580152672 0.211584236974345 0.236854571293226 0.222057735011103 0.426959438853309 0.210772833723653 0.131302521008403 0.343053173241852 0.210035005834306 0.0984251968503937 0.19047619047619 0.190217391304348 0
"j„" 0 0 1.33333333333333 1.04166666666667 0.940438871473354 0 0.657894736842105 1.0752688172043 0.862068965517241 0.602409638554217 0 0 0.561797752808989 0.413223140495868 0.17825311942959 0.307692307692308 0.394477317554241 0.413223140495868 0.239808153477218 0 0 1.5625 0.683516134159911 0.447761194029851 1.07816711590296 0.442151805453206 0.321355536079462 0.282885431400283 0.266362252663623 0.709812108559499 0.512511305396443 0.204778156996587 0.181735574738755 0.323188796121734 0.0323624595469256 0.657606313020605 0.463231036479444 0 0 0 0 0 0 0 0 0 0.0609942055504727 0 0 0 0.0233372228704784 0 0 0 0
"ne" 0.593471810089021 0 0 0.520833333333333 0 1.05820105820106 1.31578947368421 0 0 0 1.49253731343284 0 0.561797752808989 0.413223140495868 0.71301247771836 0 0.394477317554241 0.206611570247934 0 0 0 0.625 0.381497377205532 0.373134328358209 0 0.0552689756816507 0.408997955010225 0.0471475719000471 0.15220700152207 0.0835073068893528 0.120590895387398 0.170648464163823 0.0908677873693776 0.0538647993536224 0.226537216828479 0.175361683472161 0.173711638679792 0 0.481637567730283 0.168681473151532 0 0.163220892274211 0.238549618320611 0.238032266596139 0.142112742775936 0.0246730816679003 0.213479719426654 0.281030444964871 0.236344537815126 0.114351057747284 0.233372228704784 0.0738188976377953 0.517006802721088 0.16304347826087 0.263157894736842
"lt" 0 0 0 0 0 0 0 0 0 1.20481927710843 0 0.307692307692308 0 0 0 0 0 0 0.239808153477218 0 0 0 0.111270068351613 0.0746268656716418 0.134770889487871 0.294767870302137 0.146070698217937 0.141442715700141 0.266362252663623 0.292275574112735 0.180886343081097 0.273037542662116 0.227169468423444 0.161594398060867 0.420711974110032 0.350723366944323 0.463231036479444 0.388500388500388 0.0602046959662854 0.140567894292944 0.387690816573782 0.0272034820457018 0.166984732824427 0.185136207352552 0.118427285646613 0.197384653343203 0.0914913083257091 0.0468384074941452 0.315126050420168 0.114351057747284 0.280046674445741 0.0984251968503937 0.108843537414966 0.190217391304348 0
"i„" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0438404208680403 0 0.233100233100233 0.602046959662854 0.42170368287883 0.484613520717228 0.353645266594124 0.286259541984733 0.343824385083311 0.402652771198484 0.345423143350604 0.365965233302836 0.281030444964871 0.367647058823529 0.171526586620926 0.396732788798133 0.442913385826772 0.217687074829932 0.217391304347826 0.175438596491228
"egy" 0.593471810089021 0.497512437810945 0 0 1.88087774294671 0 0.657894736842105 0.43010752688172 0 0 0 0 0.280898876404494 0 0.17825311942959 0 0 0 0.239808153477218 0.150602409638554 0.510204081632653 0 0.476871721506915 0.522388059701492 0.134770889487871 0.184229918938836 0.146070698217937 0.801508722300802 0.45662100456621 0.375782881002088 0.542659029243292 0.511945392491468 0.36347114947751 0.646377592243469 0.355987055016181 0.394563787812363 0.376375217139548 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"mind" 1.78041543026706 0 0 0 0 0 0 0.43010752688172 0 0 0 0 0.280898876404494 0 0 0.307692307692308 0 0 0.479616306954436 0.150602409638554 0 0.3125 0.206644412652996 0 0.269541778975741 0.0921149594694178 0.146070698217937 0.141442715700141 0.190258751902588 0.125260960334029 0.0904431715405487 0.102389078498294 0.136301681054066 0.107729598707245 0.226537216828479 0.0438404208680403 0.0868558193398958 0.388500388500388 0 0.22490863086871 0.218076084322753 0.217627856365615 0.286259541984733 0.238032266596139 0.307910942681194 0.222057735011103 0.182982616651418 0.117096018735363 0.420168067226891 0.142938822184105 0.14002333722287 0.196850393700787 0.0816326530612245 0.271739130434783 0
"bÂ" 0 0 0.266666666666667 0.520833333333333 0 0.529100529100529 0 0 0.431034482758621 0 0.213219616204691 0 0.280898876404494 0 0.17825311942959 2.76923076923077 0.788954635108481 0.619834710743802 0.239808153477218 0.150602409638554 0 0 0.0953743443013829 0 0 0.0552689756816507 0.175284837861525 0.0471475719000471 0.190258751902588 0.167014613778706 0.0602954476936991 0.307167235494881 0.136301681054066 0.21545919741449 0.0323624595469256 0.131521262604121 0.0289519397799653 0.0777000777000777 0.240818783865141 0.22490863086871 0.218076084322753 0.326441784548422 0.143129770992366 0.158688177730759 0.189483657034581 0.222057735011103 0.365965233302836 0.0702576112412178 0.262605042016807 0.28587764436821 0.163360560093349 0.196850393700787 0.19047619047619 0.190217391304348 0.087719298245614
"igÎ" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0777000777000777 0.120409391932571 0.196795052010121 0.314998788466198 0.408052230685528 0.45324427480916 0.343824385083311 0.426338228327807 0.518134715025907 0.121988411100945 0.398126463700234 0.210084033613445 0.228702115494568 0.280046674445741 0.295275590551181 0.326530612244898 0.46195652173913 0.350877192982456
"mi" 0.29673590504451 0 0 0 0.626959247648903 0 1.97368421052632 0.21505376344086 0 0 0 0 0 0 0 0 0 0 0 0.150602409638554 0 0 0.158957240502305 0.223880597014925 0 0.165806927044952 0.146070698217937 0.0471475719000471 0.0380517503805175 0 0.0602954476936991 0.102389078498294 0.0908677873693776 0.0807971990304336 0.226537216828479 0.0876808417360807 0.173711638679792 0.0777000777000777 0 0.168681473151532 0.0484613520717228 0.136017410228509 0.21469465648855 0.423168473948691 0.189483657034581 0.172711571675302 0.0609942055504727 0.210772833723653 0.341386554621849 0.371640937678674 0.163360560093349 0.147637795275591 0.435374149659864 0.244565217391304 0.087719298245614
"sem" 0 0 0.266666666666667 0 0.313479623824451 0 0 0.645161290322581 0 0 0 0 0 0.826446280991736 0.35650623885918 0 0.19723865877712 0.206611570247934 0 1.20481927710843 0 0 0.127165792401844 0 0.134770889487871 0.202652910832719 0.0292141396435875 0.141442715700141 0.076103500761035 0.0417536534446764 0.180886343081097 0.204778156996587 0.136301681054066 0.188526797737678 0.323624595469256 0.175361683472161 0.202663578459757 0.155400155400155 0.301023479831427 0.42170368287883 0.121153380179307 0.326441784548422 0.119274809160305 0.185136207352552 0.236854571293226 0.074019245003701 0 0.140515222482436 0.210084033613445 0.200114351057747 0.0933488914819137 0.0246062992125984 0.108843537414966 0.135869565217391 0.263157894736842
"d" 1.48367952522255 0.497512437810945 1.33333333333333 0 0.313479623824451 0.529100529100529 0.657894736842105 0.21505376344086 0 0 0.639658848614073 0 0.561797752808989 0 0.17825311942959 0 0.788954635108481 0.619834710743802 0 0.150602409638554 0 0.3125 0.206644412652996 0.149253731343284 0 0.128960943257185 0.204498977505112 0.424328147100424 0.190258751902588 0.250521920668058 0.180886343081097 0.136518771331058 0.227169468423444 0.161594398060867 0.129449838187702 0.0438404208680403 0.144759698899826 0.0777000777000777 0.361228175797712 0.112454315434355 0.16961473225103 0.136017410228509 0.166984732824427 0.132240148108966 0.189483657034581 0.0246730816679003 0.121988411100945 0.0468384074941452 0.157563025210084 0.114351057747284 0.0466744457409568 0.196850393700787 0.163265306122449 0.108695652173913 0
"p„" 0 0 0.266666666666667 0 0.313479623824451 0 0 0 0.431034482758621 0 0 0 0 0.413223140495868 0.17825311942959 0 0 0 0.239808153477218 0 0.510204081632653 0 0.111270068351613 0 0 0.147383935151069 0.204498977505112 0.377180575200377 0.266362252663623 0.375782881002088 0.120590895387398 0.37542662116041 0.272603362108133 0.269323996768112 0.0970873786407767 0.219202104340202 0.202663578459757 0 0 0.112454315434355 0.266537436394475 0.190424374319913 0.0477099236641221 0.132240148108966 0.0473709142586452 0.123365408339502 0.121988411100945 0.374707259953162 0.236344537815126 0.28587764436821 0.0700116686114352 0.172244094488189 0.0816326530612245 0.0543478260869565 0.087719298245614
"az„" 0.593471810089021 0 0 0 0.313479623824451 0 0.657894736842105 0.43010752688172 0 0 0.213219616204691 0 0 0 0.89126559714795 0.307692307692308 0.394477317554241 0.413223140495868 0 0.451807228915663 0 0.3125 0 0.0746268656716418 0.134770889487871 0.202652910832719 0.204498977505112 0.282885431400283 0.076103500761035 0.167014613778706 0.301477238468496 0.273037542662116 0.318037255792821 0.350121195798546 0.453074433656958 0.219202104340202 0.231615518239722 0 0.120409391932571 0.0281135788585887 0 0.108813928182807 0.190839694656489 0.238032266596139 0.0947418285172904 0.148038490007402 0.121988411100945 0.0702576112412178 0.105042016806723 0.171526586620926 0.0933488914819137 0.0492125984251969 0.054421768707483 0.108695652173913 0.087719298245614
"st" 0 0 0 0 0 1.58730158730159 0 0 0 0 0 0.307692307692308 0 0 0 0 0 0 0 0 0 0 0.0953743443013829 0.223880597014925 0 0.239498894620486 0.321355536079462 0.235737859500236 0.190258751902588 0.125260960334029 0.0602954476936991 0.443686006825939 0.454338936846888 0.323188796121734 0.226537216828479 0 0.0868558193398958 0.155400155400155 0.0602046959662854 0.112454315434355 0.0969227041434456 0.0544069640914037 0.119274809160305 0.132240148108966 0.0947418285172904 0.197384653343203 0 0.281030444964871 0.236344537815126 0.0571755288736421 0.0700116686114352 0.172244094488189 0.244897959183673 0.16304347826087 0
"ut„" 0 0 0.266666666666667 0 0 0 0 0 0.431034482758621 0 0.426439232409382 0 0.561797752808989 0 0.17825311942959 0.615384615384615 0.19723865877712 0.206611570247934 0 0 0 0.625 0.127165792401844 0.149253731343284 0.404312668463612 0.0921149594694178 0.175284837861525 0.0471475719000471 0.15220700152207 0.125260960334029 0.361772686162195 0.204778156996587 0.272603362108133 0.0538647993536224 0.161812297734628 0.0876808417360807 0.173711638679792 0.233100233100233 0.0602046959662854 0.22490863086871 0.290768112430337 0.136017410228509 0.0954198473282443 0.290928325839725 0.0710563713879678 0.172711571675302 0.182982616651418 0.140515222482436 0.105042016806723 0.0857632933104631 0.0933488914819137 0.221456692913386 0.054421768707483 0.16304347826087 0.175438596491228
"iÂ" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.388500388500388 0.120409391932571 0.22490863086871 0.193845408286891 0.408052230685528 0.262404580152672 0.290928325839725 0.307910942681194 0.222057735011103 0.3354681305276 0.210772833723653 0.288865546218487 0.371640937678674 0.280046674445741 0.31988188976378 0.380952380952381 0.190217391304348 0.526315789473684
"nt" 0 0 0 0.520833333333333 0 0 0 0.645161290322581 0.431034482758621 0 0 0 0 0 0.35650623885918 0 0 0 0.479616306954436 0.301204819277108 0 0 0.0635828962009219 0.0746268656716418 0.269541778975741 0.165806927044952 0.204498977505112 0.0942951438000943 0.076103500761035 0.208768267223382 0.331624962315345 0.136518771331058 0.0454338936846888 0.107729598707245 0.258899676375405 0.175361683472161 0.260567458019687 0.0777000777000777 0.180614087898856 0.22490863086871 0.242306760358614 0.0816104461371056 0.238549618320611 0.0528960592435864 0.0710563713879678 0.172711571675302 0.182982616651418 0.117096018735363 0.210084033613445 0.200114351057747 0.116686114352392 0.0984251968503937 0.19047619047619 0.0271739130434783 0.263157894736842
"ch„" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0454338936846888 0 0 0 0 0 0 0.253022209727298 0.0969227041434456 0.489662676822633 0.429389312977099 0.634752710923036 0.142112742775936 0.197384653343203 0.365965233302836 0.117096018735363 0.39390756302521 0.171526586620926 0.280046674445741 0.221456692913386 0.625850340136054 0.0815217391304348 0
"tal„" 0 0 0 0 0.313479623824451 0 0 0.43010752688172 0 0.602409638554217 0 0 0 0.413223140495868 0.35650623885918 0 0 0 0 0 0 0 0.111270068351613 0.0746268656716418 0 0.0552689756816507 0.058428279287175 0.0942951438000943 0.114155251141553 0 0.0301477238468496 0.136518771331058 0.0454338936846888 0.21545919741449 0.194174757281553 0.131521262604121 0.202663578459757 0.233100233100233 0.541842263696568 0.112454315434355 0.0726920281075842 0.217627856365615 0.429389312977099 0.185136207352552 0.0947418285172904 0.148038490007402 0.182982616651418 0.0702576112412178 0.236344537815126 0.0571755288736421 0.303383897316219 0.147637795275591 0.0816326530612245 0.217391304347826 0.43859649122807
"vala" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.413223140495868 0.17825311942959 1.23076923076923 0 0 0 0.150602409638554 0 0 1.63725957717374 1.04477611940298 1.07816711590296 0.128960943257185 0.0292141396435875 0.282885431400283 0.0380517503805175 0.0835073068893528 0.0301477238468496 0.068259385665529 0.136301681054066 0.0538647993536224 0 0.131521262604121 0.0579038795599305 0 0 0 0 0 0 0 0.0236854571293226 0 0.0304971027752364 0 0 0.028587764436821 0.0233372228704784 0.0246062992125984 0 0.0543478260869565 0
"dÂ" 0 0 0 0 0 0 0 0 0 0 0 0 0.280898876404494 0 0 0 0 0 0 0 0 0 0.031791448100461 0 0.134770889487871 0.0921149594694178 0.175284837861525 0.141442715700141 0.114155251141553 0.334029227557411 0.120590895387398 0.204778156996587 0.136301681054066 0.0269323996768112 0.323624595469256 0.0876808417360807 0.260567458019687 0 0.240818783865141 0.140567894292944 0.290768112430337 0.108813928182807 0.0477099236641221 0.0793440888653795 0.378967314069162 0.197384653343203 0.0914913083257091 0.163934426229508 0.157563025210084 0.228702115494568 0.0700116686114352 0.196850393700787 0.19047619047619 0.190217391304348 0.087719298245614
"zÂ" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.184229918938836 0.11685655857435 0.282885431400283 0.0380517503805175 0.334029227557411 0.241181790774797 0.170648464163823 0.0908677873693776 0.296256396444923 0.129449838187702 0.175361683472161 0.202663578459757 0.233100233100233 0.301023479831427 0.112454315434355 0.0969227041434456 0.0816104461371056 0.21469465648855 0.0793440888653795 0.189483657034581 0.320750061682704 0.0304971027752364 0.0702576112412178 0.315126050420168 0.0571755288736421 0.163360560093349 0.147637795275591 0.163265306122449 0.16304347826087 0.175438596491228
"erÂ" 0 0 0 0.520833333333333 0 0 0 0.21505376344086 0.431034482758621 0 0.213219616204691 0 0 0 0 0 0 0 0.239808153477218 0 0 0 0.0476871721506915 0 0 0.128960943257185 0.058428279287175 0.0942951438000943 0.228310502283105 0.0835073068893528 0.150738619234248 0.238907849829352 0 0.134661998384056 0.0970873786407767 0.0438404208680403 0.0579038795599305 0.0777000777000777 0.180614087898856 0.22490863086871 0.290768112430337 0.108813928182807 0.190839694656489 0.0528960592435864 0.165798199905258 0.074019245003701 0.182982616651418 0.210772833723653 0.183823529411765 0.314465408805031 0.186697782963827 0.123031496062992 0.326530612244898 0.217391304347826 0.175438596491228
"nek" 0.29673590504451 0 0.266666666666667 0 0 0 0.657894736842105 0 0 0 0 0.615384615384615 0 0.413223140495868 0.17825311942959 0 0.19723865877712 0.413223140495868 0.479616306954436 0 0.510204081632653 0 0.111270068351613 0.298507462686567 0.269541778975741 0.110537951363301 0.2337131171487 0.0471475719000471 0.228310502283105 0.0835073068893528 0.0301477238468496 0.068259385665529 0.136301681054066 0.269323996768112 0.0970873786407767 0.0876808417360807 0.173711638679792 0.155400155400155 0.120409391932571 0.253022209727298 0.121153380179307 0.0816104461371056 0.0477099236641221 0.158688177730759 0.0947418285172904 0.123365408339502 0.0914913083257091 0.398126463700234 0.210084033613445 0.114351057747284 0.0700116686114352 0.0492125984251969 0.163265306122449 0.135869565217391 0.087719298245614
"hal„" 0 0 0 0.520833333333333 0 0.529100529100529 0 0.21505376344086 0 1.20481927710843 0 0 0 0 0.35650623885918 0 0 0 0 0 0 0 0.190748688602766 0.447761194029851 0 0.0552689756816507 0.058428279287175 0.188590287600189 0.190258751902588 0.0417536534446764 0.120590895387398 0.102389078498294 0.0454338936846888 0.107729598707245 0.129449838187702 0 0.0579038795599305 0.233100233100233 0.0602046959662854 0.168681473151532 0.266537436394475 0.108813928182807 0.166984732824427 0.185136207352552 0.165798199905258 0.320750061682704 0.0609942055504727 0.117096018735363 0.0262605042016807 0.171526586620926 0.116686114352392 0.270669291338583 0.163265306122449 0.135869565217391 0.263157894736842
"sÂ" 0 0 0 0 0 0.529100529100529 0 0.21505376344086 0.431034482758621 0 0.213219616204691 0 0.280898876404494 0.413223140495868 0.17825311942959 0 0.19723865877712 0.206611570247934 0 0 0 0 0.0794786202511524 0 0.269541778975741 0.0921149594694178 0.175284837861525 0.141442715700141 0.228310502283105 0.208768267223382 0.0904431715405487 0.102389078498294 0.36347114947751 0.188526797737678 0.129449838187702 0.306882946076282 0.318471337579618 0.388500388500388 0.0602046959662854 0.0843407365757661 0.0969227041434456 0.163220892274211 0.166984732824427 0.0528960592435864 0.236854571293226 0.148038490007402 0.152485513876182 0 0.105042016806723 0.028587764436821 0.14002333722287 0.221456692913386 0.054421768707483 0.0271739130434783 0.263157894736842
"csak" 0.890207715133531 0.497512437810945 1.06666666666667 0.520833333333333 0.626959247648903 0 1.31578947368421 1.29032258064516 0.862068965517241 1.20481927710843 1.27931769722815 0.307692307692308 0.561797752808989 0.413223140495868 0.89126559714795 0 0.591715976331361 0.826446280991736 0.959232613908873 0.903614457831325 0 0.625 0.270227308853918 0.373134328358209 0.539083557951482 0.184229918938836 0.2337131171487 0.377180575200377 0.0380517503805175 0.250521920668058 0.211034066927947 0.238907849829352 0.181735574738755 0.269323996768112 0.161812297734628 0.0876808417360807 0.0868558193398958 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"re" 0.890207715133531 0 0.266666666666667 0 0.313479623824451 1.05820105820106 0.657894736842105 0.21505376344086 0 0.602409638554217 0 0.307692307692308 0.561797752808989 0 0.17825311942959 0 0.19723865877712 0 0.239808153477218 0.150602409638554 1.02040816326531 0 0.127165792401844 0.223880597014925 0 0.0552689756816507 0.0876424189307625 0.33003300330033 0.228310502283105 0.167014613778706 0.301477238468496 0.204778156996587 0.227169468423444 0.21545919741449 0.226537216828479 0.131521262604121 0.202663578459757 0 0 0.112454315434355 0.0726920281075842 0.136017410228509 0 0.238032266596139 0.142112742775936 0.0493461633358006 0.121988411100945 0.0468384074941452 0.131302521008403 0.0571755288736421 0.0700116686114352 0.0738188976377953 0.0272108843537415 0.0543478260869565 0
"z„" 0 0 0.266666666666667 0 0 0.529100529100529 0 0 0.431034482758621 0 0 0 0 0 0.17825311942959 0 0 0 0.479616306954436 0.150602409638554 0 0.3125 0.206644412652996 0.223880597014925 0.404312668463612 0.184229918938836 0.0292141396435875 0.141442715700141 0.228310502283105 0.167014613778706 0.391920410009044 0.204778156996587 0.0454338936846888 0.269323996768112 0.129449838187702 0.131521262604121 0.115807759119861 0 0 0.0562271577171774 0.145384056215168 0.0544069640914037 0.0954198473282443 0 0 0.0986923266716013 0.0609942055504727 0.210772833723653 0.183823529411765 0.114351057747284 0.0933488914819137 0.172244094488189 0.0272108843537415 0.16304347826087 0
